Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
PB2,KF790149,Yes,1,2286,H3N2,02/20/2013,IRD:Human,USA,Alaska,13-Dec,A/Alaska/02/2013
PB2,KC883400,Yes,1,2280,H3N2,03/01/2011,IRD:Human,USA,Alaska,11-Oct,A/Alaska/15/2011
PB2,KC780109,Yes,1,2280,H1N1,09/11/2009,IRD:Human,USA,Alaska,09-Aug,A/Alaska/38/2009
PB2,KC780778,Yes,1,2280,H1N1,12/04/2009,IRD:Human,USA,Alaska,10-Sep,A/Alaska/47/2009
PB2,GU480948,Yes,1,2316,H1N1,2009,IRD:Human,Kazakhstan,-N/A-,-N/A-,A/Almati/01/2009(H1N1)
PB2,GQ222050,Yes,1,2280,H1N1,2009,IRD:Human,Japan,-N/A-,-N/A-,A/Amagasaki/1/2009(H1N1)
PB2,GQ222051,Yes,1,2280,H1N1,2009,IRD:Human,Japan,-N/A-,-N/A-,A/Amagasaki/2/2009(H1N1)
PB2,CY079459,Yes,1,2307,H5N2,10/26/2008,IRD:American Black Duck/Avian,USA,Illinois,09-Aug,A/American black duck/Illinois/08OS2688/2008(H5N2)
PB2,CY097541,Yes,1,2316,H8N4,11/29/2009,IRD:American Black Duck/Avian,USA,Illinois,10-Sep,A/American black duck/Illinois/4119/2009(H8N4)
PB2,KP636475,Yes,1,2280,H3N8,2008,IRD:American Black Duck/Avian,USA,Maine,-N/A-,A/American black duck/Maine/44411/532/2008
PB2,EU500849,Yes,1,2341,H7N3,2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/NB/2538/2007(H7N3)
PB2,CY138647,Yes,1,2307,H1N1,08/08/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00321/2010
PB2,CY138655,Yes,1,2307,H3N8,08/08/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00322/2010
PB2,CY138671,Yes,1,2316,H1N1,08/08/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00326/2010
PB2,CY138679,Yes,1,2316,H1N1,08/08/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00328/2010
PB2,CY138776,Yes,1,2316,H7N7,08/08/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00344/2010
PB2,CY138824,Yes,1,2307,H1N1,08/09/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00385/2010
PB2,CY138849,Yes,1,2316,H1N1,08/10/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00410/2010
PB2,CY138857,Yes,1,2307,H3N8,08/10/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00424/2010
PB2,CY138865,Yes,1,2307,H3N8,08/10/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00425/2010
PB2,CY138873,Yes,1,2307,H3N8,08/11/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00454/2010
PB2,CY138052,Yes,1,2316,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00464/2010
PB2,CY138881,Yes,1,2307,H3N8,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00467/2010
PB2,CY138889,Yes,1,2307,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00468/2010
PB2,CY138897,Yes,1,2307,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
PB2,CY138905,Yes,1,2307,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
PB2,CY138913,Yes,1,2308,H10N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
PB2,CY138921,Yes,1,2316,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
PB2,CY138060,Yes,1,2313,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
PB2,CY138932,Yes,1,2307,mixed,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
PB2,CY138940,Yes,1,2307,H10N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
PB2,CY138948,Yes,1,2307,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
PB2,CY138956,Yes,1,2316,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
PB2,CY138964,Yes,1,2307,H3N8,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
PB2,CY138972,Yes,1,2307,H3N8,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
PB2,CY138983,Yes,1,2307,mixed,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
PB2,CY138991,Yes,1,2316,H4N8,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
PB2,CY139002,Yes,1,2307,mixed,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
PB2,CY139039,Yes,1,2307,H4N6,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
PB2,CY139047,Yes,1,2307,H3N8,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
PB2,CY139058,Yes,1,2316,mixed,08/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
PB2,CY139066,Yes,1,2316,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00520/2010(H4N6)
PB2,CY139074,Yes,1,2307,H3N8,08/13/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00522/2010(H3N8)
PB2,CY139082,Yes,1,2307,H4N6,08/13/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00523/2010(H4N6)
PB2,CY138072,Yes,1,2307,H3N8,08/13/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00525/2010(H3N8)
PB2,CY139090,Yes,1,2307,H3N8,08/14/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00558/2010(H3N8)
PB2,CY139098,Yes,1,2307,H4N6,08/15/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00587/2010(H4N6)
PB2,CY139114,Yes,1,2307,H3N8,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00608/2010(H3N8)
PB2,CY139123,Yes,1,2307,mixed,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00610/2010(mixed)
PB2,CY139131,Yes,1,2307,H10N7,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00612/2010(H10N7)
PB2,CY139139,Yes,1,2307,H3N8,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00614/2010(H3N8)
PB2,CY139147,Yes,1,2307,H4N8,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00615/2010(H4N8)
PB2,CY139155,Yes,1,2307,H3N8,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00616/2010
PB2,CY139164,Yes,1,2307,mixed,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00617/2010
PB2,CY139172,Yes,1,2316,H3N6,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00618/2010
PB2,CY139180,Yes,1,2307,H3N6,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00619/2010
PB2,CY139188,Yes,1,2316,H3N6,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00620/2010
PB2,CY139198,Yes,1,2307,mixed,08/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00621/2010
PB2,CY139206,Yes,1,2307,H3N6,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00622/2010
PB2,CY139214,Yes,1,2307,H4N8,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00623/2010
PB2,CY139222,Yes,1,2316,H3N6,08/16/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00624/2010
PB2,CY139246,Yes,1,2307,H3N8,08/09/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00687/2010
PB2,CY139334,Yes,1,2307,H5N2,09/13/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00867/2010
PB2,CY139351,Yes,1,2307,H4N9,09/12/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00878/2010
PB2,CY139376,Yes,1,2307,H4N9,09/13/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00886/2010
PB2,CY139392,Yes,1,2307,H10N7,09/14/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00906/2010
PB2,CY139400,Yes,1,2307,H10N7,09/14/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00909/2010
PB2,CY139420,Yes,1,2307,mixed,09/14/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00914/2010
PB2,CY139428,Yes,1,2307,H10N7,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00924/2010
PB2,CY139439,Yes,1,2316,mixed,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00946/2010
PB2,CY139438,Yes,1,2307,mixed,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00946/2010
PB2,CY138080,Yes,1,2307,H4N6,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00949/2010
PB2,CY139449,Yes,1,2307,mixed,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00951/2010
PB2,CY139458,Yes,1,2307,mixed,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00952/2010
PB2,CY139466,Yes,1,2316,H3N8,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00953/2010
PB2,CY139475,Yes,1,2307,mixed,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00954/2010
PB2,CY138088,Yes,1,2313,H4N8,09/15/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00955/2010
PB2,CY139496,Yes,1,2307,H10N6,09/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00971/2010
PB2,CY139512,Yes,1,2307,H4N6,09/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00986/2010
PB2,CY139521,Yes,1,2316,mixed,09/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00987/2010
PB2,CY139530,Yes,1,2316,mixed,09/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00988/2010
PB2,CY139538,Yes,1,2316,H4N6,09/16/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00991/2010
PB2,CY139557,Yes,1,2316,H12N6,09/17/2010,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00998/2010
PB2,CY129381,Yes,1,2316,H1N1,08/06/2007,IRD:Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/01989/2007
PB2,CY128765*,Yes,1,2298,H4N8,08/05/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02375/2007(H4N8)
PB2,CY128773,Yes,1,2298,H4N6,08/11/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02396/2007(H4N6)
PB2,CY128628,Yes,1,2298,mixed,08/11/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02399/2007(mixed)
PB2,CY129204,Yes,1,2301,mixed,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02481/2007(mixed)
PB2,CY129203,Yes,1,2298,mixed,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02481/2007(mixed)
PB2,CY128594,Yes,1,2316,mixed,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02482/2007(mixed)
PB2,CY128595,Yes,1,2292,mixed,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02482/2007(mixed)
PB2,CY129268,Yes,1,2305,H11N9,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02485/2007(H11N9)
PB2,CY129341,Yes,1,2313,H7N3,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02490/2007(H7N3)
PB2,CY129157,Yes,1,2313,H3N8,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02491/2007(H3N8)
PB2,CY128721,Yes,1,2313,H7N3,09/17/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02493/2007(H7N3)
PB2,CY129317,Yes,1,2293,H3N8,09/18/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02496/2007(H3N8)
PB2,CY129260,Yes,1,2293,H3N8,09/18/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02497/2007(H3N8)
PB2,CY129301,Yes,1,2293,H3N8,09/18/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02502/2007(H3N8)
PB2,CY129212,Yes,1,2313,H3N8,09/18/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02507/2007(H3N8)
PB2,CY129277,Yes,1,2316,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02518/2007(mixed)
PB2,CY129077,Yes,1,2305,H11N9,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02519/2007(H11N9)
PB2,CY129365,Yes,1,2316,H3N8,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02525/2007(H3N8)
PB2,CY129325,Yes,1,2309,H4N6,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02527/2007(H4N6)
PB2,CY129252,Yes,1,2309,H4N6,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02528/2007(H4N6)
PB2,CY128757*,Yes,1,2309,H4N6,09/25/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02531/2007(H4N6)
PB2,CY128675,Yes,1,2313,H3N8,09/26/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02549/2007(H3N8)
PB2,CY128608,Yes,1,2309,mixed,09/20/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02566/2007(mixed)
PB2,CY128609,Yes,1,2313,mixed,09/20/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02566/2007(mixed)
PB2,CY129053,Yes,1,2308,H3N8,09/22/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02629/2007(H3N8)
PB2,CY128638,Yes,1,2307,mixed,09/23/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02643/2007(mixed)
PB2,CY128781,Yes,1,2316,H4N6,09/23/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02646/2007(H4N6)
PB2,CY129101,Yes,1,2316,H3N6,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02649/2007(H3N6)
PB2,CY129069,Yes,1,2316,H3N2,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02650/2007(H3N2)
PB2,CY129220,Yes,1,2316,H3N2,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02651/2007(H3N2)
PB2,CY129228,Yes,1,2293,H4N6,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02653/2007(H4N6)
PB2,CY128619,Yes,1,2316,mixed,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02654/2007(mixed)
PB2,CY128618,Yes,1,2316,mixed,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02654/2007(mixed)
PB2,CY129194,Yes,1,2298,H3N8,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02656/2007(H3N8)
PB2,CY128650,Yes,1,2298,mixed,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02658/2007(mixed)
PB2,CY128649,Yes,1,2305,mixed,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02658/2007(mixed)
PB2,CY129085,Yes,1,2309,H4N6,09/24/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02659/2007(H4N6)
PB2,CY129185,Yes,1,2316,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02715/2007(mixed)
PB2,CY129186,Yes,1,2298,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02715/2007(mixed)
PB2,CY128582,Yes,1,2198,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02718/2007(mixed)
PB2,CY128583,Yes,1,2316,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02718/2007(mixed)
PB2,CY129117,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02719/2007(H4N6)
PB2,CY128684,Yes,1,2316,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02720/2007
PB2,CY129109,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02722/2007(H4N6)
PB2,CY128666,Yes,1,2298,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02723/2007(mixed)
PB2,CY128667,Yes,1,2305,mixed,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02723/2007(mixed)
PB2,CY129061,Yes,1,2308,H3N8,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02725/2007(H3N8)
PB2,CY129133,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02726/2007(H4N6)
PB2,CY129141,Yes,1,2316,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02727/2007(H4N6)
PB2,CY129093,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02728/2007(H4N6)
PB2,CY129149,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02729/2007(H4N6)
PB2,CY129165,Yes,1,2298,H4N6,09/19/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02730/2007
PB2,CY129349,Yes,1,2295,H3N8,09/04/2007,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/02749/2007
PB2,CY129021,Yes,1,2316,H3N8,08/09/2009,IRD:American Black Duck/Avian,Canada,-N/A-,09-Aug,A/American black duck/New Brunswick/03395/2009
PB2,CY128989,Yes,1,2316,H3N8,08/09/2009,IRD:American Black Duck/Avian,Canada,-N/A-,09-Aug,A/American black duck/New Brunswick/03398/2009
PB2,CY129013,Yes,1,2307,H3N8,08/10/2009,IRD:American Black Duck/Avian,Canada,-N/A-,09-Aug,A/American black duck/New Brunswick/03408/2009
