Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
HA,CY129918,Yes,4,1752,H1N1,1/21/11,IRD:Human,Denmark,-N/A-,11-Oct,A/Aarhus/INS610/2011
HA,CY129926,Yes,4,1734,H1N1,1/19/11,IRD:Human,Denmark,-N/A-,11-Oct,A/Aarhus/INS612/2011
HA,CY129934,Yes,4,1752,H1N1,1/20/11,IRD:Human,Denmark,-N/A-,11-Oct,A/Aarhus/INS613/2011
HA,CY129546,No,4,1752,H1N1,1/13/11,IRD:Human,Denmark,-N/A-,11-Oct,A/Aarhus/INS614/2011
HA,CY129942,Yes,4,1752,H1N1,2/4/11,IRD:Human,Denmark,-N/A-,11-Oct,A/Aarhus/INS615/2011
HA,CY056947,Yes,4,1720,H1N1,11/20/09,IRD:Human,Denmark,-N/A-,10-Sep,A/Aarhus/INS82/2009(H1N1)
HA,GU367315,No,4,1752,H1N1,7/2/09,IRD:Human,Russia,-N/A-,-N/A-,A/Abakan/02/2009(H1N1)
HA,HM628693,No,4,1701,H3N2,3/3/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Acre/15093/2010(H3N2)
HA,HM628694,No,4,1701,H3N2,4/4/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Acre/26954/2010(H3N2)
HA,CY071818*,No,4,1695,H1N1,12/1/09,IRD:Human,Ethiopia,-N/A-,-N/A-,A/Addis Ababa/WR2848N/2009(H1N1)
HA,CY071826,No,4,1701,H1N1,12/1/09,IRD:Human,Ethiopia,-N/A-,-N/A-,A/Addis Ababa/WR2848T/2009(H1N1)
HA,KJ729375,No,4,1723,H11N2,2/2/13,IRD:null,Antarctica,-N/A-,-N/A-,A/Adelie penguin/Antarctica/178/2013
HA,KJ729359,No,4,1723,H11N2,2/3/13,IRD:null,Antarctica,-N/A-,-N/A-,A/Adelie penguin/Antarctica/184/2013
HA,KJ729367,No,4,1723,H11N2,2/8/13,IRD:null,Antarctica,-N/A-,-N/A-,A/Adelie penguin/Antarctica/226/2013
HA,KJ729351,No,4,1723,H11N2,2/10/13,IRD:null,Antarctica,-N/A-,-N/A-,A/Adelie penguin/Antarctica/270/2013
HA,CY062377,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09787/2009(H1N1)
HA,CY062378,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09795/2009(H1N1)
HA,CY062379,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09800/2009(H1N1)
HA,CY062380,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09817/2009(H1N1)
HA,CY062381,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09821/2009(H1N1)
HA,CY062382,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09827/2009(H1N1)
HA,CY062383,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09828/2009(H1N1)
HA,CY062384,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09831/2009(H1N1)
HA,CY062385,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09833/2009(H1N1)
HA,CY062386,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09836/2009(H1N1)
HA,CY062387,No,4,1701,H1N1,8/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N09840/2009(H1N1)
HA,CY062389,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10725/2009(H1N1)
HA,CY062390,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10731/2009(H1N1)
HA,CY062391,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10734/2009(H1N1)
HA,CY062392,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10736/2009(H1N1)
HA,CY062393,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10749/2009(H1N1)
HA,CY062394,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10757/2009(H1N1)
HA,CY062395,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10760/2009(H1N1)
HA,CY062396,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10765/2009(H1N1)
HA,CY062397,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10767/2009(H1N1)
HA,CY062398,No,4,1701,H1N1,9/13/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10771/2009(H1N1)
HA,CY062399,No,4,1701,H1N1,9/12/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10782/2009(H1N1)
HA,CY062400,No,4,1701,H1N1,9/7/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10786/2009(H1N1)
HA,CY062401,No,4,1701,H1N1,9/13/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10788/2009(H1N1)
HA,CY062402,No,4,1701,H1N1,9/12/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10790/2009(H1N1)
HA,CY062403,No,4,1701,H1N1,9/1/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N10974/2009(H1N1)
HA,CY062405,No,4,1701,H1N1,10/16/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N11215/2009(H1N1)
HA,CY062406,No,4,1701,H1N1,10/16/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N11216/2009(H1N1)
HA,CY062407,No,4,1701,H1N1,10/14/09,IRD:Human,Afghanistan,-N/A-,-N/A-,A/Afghanistan/N11219/2009(H1N1)
HA,AB753217,Yes,4,1708,H9N2,11/1/09,IRD:African Stonechat/Avian,Viet Nam,-N/A-,-N/A-,A/African Stonechat/Vietnam/8/2009
HA,GU014772,No,4,1701,H1N1,6/15/09,IRD:Human,Japan,-N/A-,9-Aug,A/Aichi/198/2009(H1N1)
HA,GU014774,Yes,4,1701,H1N1,6/16/09,IRD:Human,Japan,-N/A-,9-Aug,A/Aichi/202/2009(H1N1)
HA,GQ365410,Yes,4,1701,H1N1,6/11/09,IRD:Human,Japan,-N/A-,9-Aug,A/Akita/1/2009(H1N1)
HA,CY113957,Yes,4,1731,H3N2,6/16/09,IRD:Human,Japan,-N/A-,-N/A-,A/Akita/4/1993
HA,KC781903,Yes,4,1701,H1N1,1/4/10,IRD:Human,USA,Alabama,10-Sep,A/Alabama/01/2010
HA,KC780620,Yes,4,1701,H1N1,1/4/10,IRD:Human,USA,Alabama,10-Sep,A/Alabama/01/2010
HA,KC882982,No,4,1701,H3N2,1/5/11,IRD:Human,USA,Alabama,11-Oct,A/Alabama/01/2011
HA,KC891323,No,4,1701,H1N1,1/6/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/01/2012
HA,GQ894929,Yes,4,1701,H1N1,4/27/09,IRD:Human,USA,Alabama,9-Aug,A/Alabama/02/2009(H1N1)
HA,KC780353,No,4,1701,H1N1,1/23/10,IRD:Human,USA,Alabama,10-Sep,A/Alabama/02/2010
HA,KC882232,No,4,1701,H1N1,1/4/11,IRD:Human,USA,Alabama,11-Oct,A/Alabama/02/2011
HA,KC893090,No,4,1701,H3N2,1/21/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/02/2012
HA,KM409214,No,4,1701,H1N1,1/14/14,IRD:Human,USA,Alabama,13-14,A/Alabama/02/2014
HA,KC781169,Yes,4,1701,H1N1,3/1/10,IRD:Human,USA,Alabama,10-Sep,A/Alabama/03/2010
HA,KC883039,No,4,1701,H3N2,4/4/11,IRD:Human,USA,Alabama,11-Oct,A/Alabama/03/2011
HA,KC892474,No,4,1701,H3N2,2/16/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/03/2012
HA,KM409259,No,4,1701,H1N1,3/5/14,IRD:Human,USA,Alabama,13-14,A/Alabama/03/2014
HA,KC781129,No,4,1701,H1N1,11/2/09,IRD:Human,USA,Alabama,10-Sep,A/Alabama/04/2009
HA,KC781175,No,4,1701,H1N1,3/15/10,IRD:Human,USA,Alabama,10-Sep,A/Alabama/04/2010
HA,KC892531,No,4,1701,H3N2,12/7/11,IRD:Human,USA,Alabama,12-Nov,A/Alabama/04/2011
HA,KF647918,No,4,1701,H1N1,2/25/13,IRD:Human,USA,Alabama,13-Dec,A/Alabama/04/2013
HA,KM972884,No,4,1701,H3,4/29/14,IRD:Human,USA,Alabama,13-14,A/Alabama/04/2014
HA,KC535440,No,4,1701,H3N2,7/13/10,IRD:Human,USA,Alabama,-N/A-,A/Alabama/05/2010
HA,KC892558,No,4,1701,H3N2,3/1/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/05/2012
HA,KC781192,No,4,1701,H1N1,7/19/10,IRD:Human,USA,Alabama,-N/A-,A/Alabama/06/2010
HA,KC891425,No,4,1701,H1N1,3/19/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/06/2012
HA,KC882678,No,4,1701,H3N2,10/28/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/07/2010
HA,KC893059,No,4,1701,H3N2,3/20/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/07/2012
HA,KF789571,No,4,1701,H3N2,5/22/13,IRD:Human,USA,Alabama,13-Dec,A/Alabama/07/2013
HA,KC780614,No,4,1701,H1N1,12/4/09,IRD:Human,USA,Alabama,10-Sep,A/Alabama/08/2009
HA,KC882801,No,4,1701,H3N2,11/3/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/08/2010
HA,KC892181,No,4,1701,H3N2,4/4/12,IRD:Human,USA,Alabama,12-Nov,A/Alabama/08/2012
HA,KC882574,No,4,1701,H3N2,11/7/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/10/2010
HA,KC882465,No,4,1701,H3N2,12/16/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/13/2010
HA,KC881637,No,4,1701,H1N1,12/28/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/14/2010
HA,KF790114,No,4,1701,H3N2,9/5/12,IRD:Human,USA,Alabama,-N/A-,A/Alabama/17/2012
HA,KF789662,No,4,1701,H3N2,9/5/12,IRD:Human,USA,Alabama,-N/A-,A/Alabama/17/2012
HA,KF790257,No,4,1701,H3N2,10/29/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/18/2012
HA,KF789597,No,4,1701,H3N2,11/19/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/24/2012
HA,CY134657,No,4,1701,H3N2,12/11/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3101/2012
HA,CY134658,No,4,1701,H3N2,12/11/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3102/2012
HA,CY141176,No,4,1701,H3N2,12/20/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3161/2012
HA,CY141178,No,4,1701,H3N2,1/16/13,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3163/2013
HA,CY141179,No,4,1701,H3N2,12/14/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3164/2012
HA,CY147209,No,4,1701,H1N1,4/19/13,IRD:Human,USA,Alabama,13-Dec,A/Alabama/3317/2013
HA,CY163472,No,4,1701,H1N1,11/5/13,IRD:Human,USA,Alabama,13-14,A/Alabama/3484/2013
HA,KF789912,No,4,1701,H3N2,12/18/12,IRD:Human,USA,Alabama,13-Dec,A/Alabama/35/2012
HA,CY187192,No,4,1701,H1N1,12/17/13,IRD:Human,USA,Alabama,13-14,A/Alabama/3524/2013
HA,CY187193,No,4,1701,H1N1,12/17/13,IRD:Human,USA,Alabama,13-14,A/Alabama/3525/2013
HA,CY187634,No,4,1701,H1N1,2/6/14,IRD:Human,USA,Alabama,13-14,A/Alabama/3716/2014
HA,CY187635,No,4,1701,H1N1,2/27/14,IRD:Human,USA,Alabama,13-14,A/Alabama/3717/2014
HA,CY187636,No,4,1701,H1N1,3/19/14,IRD:Human,USA,Alabama,13-14,A/Alabama/3718/2014
HA,CY187637,No,4,1701,H3N2,3/24/14,IRD:Human,USA,Alabama,13-14,A/Alabama/3719/2014
HA,CY084299,No,4,1710,H3N2,12/16/10,IRD:Human,USA,Alabama,11-Oct,A/Alabama/AF2692/2010
HA,CY025381,Yes,4,1741,H1N1,2/28/07,IRD:Human,USA,Alabama,7-Jun,A/Alabama/UR06-0455/2007
HA,CY026035,Yes,4,1721,H3N2,3/1/07,IRD:Human,USA,Alabama,7-Jun,A/Alabama/UR06-0482/2007
HA,CY027411,Yes,4,1725,H1N1,3/6/07,IRD:Human,USA,Alabama,7-Jun,A/Alabama/UR06-0536/2007
HA,CY025859,Yes,4,1721,H3N2,3/7/07,IRD:Human,USA,Alabama,7-Jun,A/Alabama/UR06-0545/2007
HA,CY100844,No,4,1730,H1N1,4/1/09,IRD:Human,USA,Alabama,9-Aug,A/Alabama/WRAIR1235P/2009
HA,CY093263,Yes,4,1731,H3N2,2/1/09,IRD:Human,USA,Alabama,9-Aug,A/Alabama/WRAIR1242P/2009(H3N2)
HA,CY072074,No,4,1701,H1N1,3/5/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/115/2010(H1N1)
HA,CY072075,No,4,1701,H1N1,3/10/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/119/2010(H1N1)
HA,CY072076,No,4,1701,H1N1,3/15/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/140/2010(H1N1)
HA,CY072077,No,4,1701,H1N1,3/13/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/143/2010(H1N1)
HA,CY072078,No,4,1701,H1N1,3/22/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/166/2010(H1N1)
HA,CY072079,No,4,1701,H1N1,3/24/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/171/2010(H1N1)
HA,CY072080,No,4,1701,H1N1,3/26/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/201/2010(H1N1)
HA,CY072081,No,4,1701,H1N1,3/31/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/266/2010(H1N1)
HA,CY072082,No,4,1701,H1N1,3/2/10,IRD:Human,Brazil,-N/A-,-N/A-,A/Alagoas/96/2010(H1N1)
HA,GQ476139,No,4,1698,H1N1,1/29/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/01/2009
HA,KC781389,Yes,4,1701,H1N1,2/7/10,IRD:Human,USA,Alaska,10-Sep,A/Alaska/01/2010
HA,KC882748,No,4,1701,H3N2,1/14/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/01/2011
HA,KC891337,No,4,1701,H1N1,3/14/12,IRD:Human,USA,Alaska,12-Nov,A/Alaska/01/2012
HA,KF789947,No,4,1701,H3N2,3/6/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/01/2013
HA,KM064051,No,4,1701,H3N2,1/19/14,IRD:Human,USA,Alaska,13-14,A/Alaska/01/2014
HA,EU716540,No,4,1727,H1N1,1/16/08,IRD:Human,USA,Alaska,8-Jul,A/Alaska/02/2008
HA,GQ476017,No,4,1698,H1N1,3/10/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/02/2009
HA,KC535500,No,4,1701,H3N2,7/22/10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/02/2010
HA,KC882281,No,4,1701,H1N1,1/14/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/02/2011
HA,KC882298,No,4,1701,H1N1,1/14/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/02/2011
HA,KC892853,No,4,1701,H3N2,3/6/12,IRD:Human,USA,Alaska,12-Nov,A/Alaska/02/2012
HA,KF790407,Yes,4,1701,H3N2,2/20/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/02/2013
HA,KF790212,Yes,4,1701,H3N2,2/20/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/02/2013
HA,EU716555,No,4,1727,H1N1,1/18/08,IRD:Human,USA,Alaska,8-Jul,A/Alaska/03/2008
HA,GQ476055,No,4,1698,H1N1,3/20/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/03/2009(H1N1)
HA,KC535486,No,4,1701,H3N2,8/6/10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/03/2010
HA,KC892629,No,4,1701,H3N2,1/13/12,IRD:Human,USA,Alaska,12-Nov,A/Alaska/03/2012
HA,KF790118,No,4,1701,H3N2,4/5/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/03/2013
HA,KM409104,No,4,1701,H1N1,2/1/14,IRD:Human,USA,Alaska,13-14,A/Alaska/03/2014
HA,FJ532066,No,4,1701,H3N2,8/9/08,IRD:Human,USA,Alaska,-N/A-,A/Alaska/04/2008
HA,GQ377035,No,4,1701,H1N1,5/1/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/04/2009(H1N1)
HA,KC882754,No,4,1701,H3N2,9/1/10,IRD:Human,USA,Alaska,-N/A-,A/Alaska/04/2010
HA,KF790088,No,4,1701,H3N2,5/14/12,IRD:Human,USA,Alaska,12-Nov,A/Alaska/04/2012
HA,KC892601,No,4,1701,H3N2,5/14/12,IRD:Human,USA,Alaska,12-Nov,A/Alaska/04/2012
HA,KF790391,No,4,1701,H3N2,4/24/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/04/2013
HA,KM409160,No,4,1701,H1N1,3/10/14,IRD:Human,USA,Alaska,13-14,A/Alaska/04/2014
HA,EU516052,No,4,1701,H3N2,3/20/07,IRD:Human,USA,Alaska,7-Jun,A/Alaska/05/2007
HA,FJ687001,No,4,1698,H1N1,12/10/08,IRD:Human,USA,Alaska,9-Aug,A/Alaska/05/2008
HA,KC882453,No,4,1701,H3N2,12/8/10,IRD:Human,USA,Alaska,11-Oct,A/Alaska/05/2010
HA,KC882787,No,4,1701,H3N2,12/8/10,IRD:Human,USA,Alaska,11-Oct,A/Alaska/05/2010
HA,KF790378,No,4,1701,H3N2,4/23/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/05/2013
HA,KM064125,No,4,1701,H3N2,3/15/14,IRD:Human,USA,Alaska,13-14,A/Alaska/05/2014
HA,EU199374,No,4,1701,H3N2,3/8/07,IRD:Human,USA,Alaska,7-Jun,A/Alaska/06/2007
HA,KF789569,No,4,1701,H3N2,5/21/13,IRD:Human,USA,Alaska,13-Dec,A/Alaska/06/2013
HA,KM064109,No,4,1701,H3N2,4/17/14,IRD:Human,USA,Alaska,13-14,A/Alaska/06/2014
HA,KM852927,No,4,1701,H3N2,4/17/14,IRD:Human,USA,Alaska,13-14,A/Alaska/06/2014
HA,KC881752,No,4,1701,H1N1,1/24/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/07/2011
HA,KM408937,No,4,1701,H1N1,6/23/13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/07/2013
HA,KM409187,No,4,1701,H1N1,4/18/14,IRD:Human,USA,Alaska,13-14,A/Alaska/07/2014
HA,KC881746,No,4,1701,H1N1,1/14/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/08/2011
HA,KM852890,No,4,1701,H3,5/13/14,IRD:Human,USA,Alaska,13-14,A/Alaska/08/2014
HA,KC881955,No,4,1701,H1N1,2/6/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/09/2011
HA,KM852891,No,4,1701,H3,5/13/14,IRD:Human,USA,Alaska,13-14,A/Alaska/09/2014
HA,KC883393,No,4,1701,H3N2,2/4/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/10/2011
HA,KM852950,No,4,1701,H3,5/15/14,IRD:Human,USA,Alaska,13-14,A/Alaska/10/2014
HA,EU516254,No,4,1698,H1N1,12/3/07,IRD:Human,USA,Alaska,8-Jul,A/Alaska/11/2007
HA,KC881807,No,4,1701,H1N1,3/9/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/11/2011
HA,KM853008,No,4,1701,H3,5/26/14,IRD:Human,USA,Alaska,13-14,A/Alaska/11/2014
HA,KC882016,No,4,1701,H1N1,4/5/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/12/2011
HA,EU516256,No,4,1698,H1N1,12/4/07,IRD:Human,USA,Alaska,8-Jul,A/Alaska/13/2007
HA,KC883090,No,4,1701,H3N2,4/12/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/13/2011
HA,KM852954,No,4,1701,H3,6/9/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/13/2014
HA,KC881964,No,4,1701,H1N1,3/30/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/14/2011
HA,KM064187,No,4,1701,H3N2,9/23/13,IRD:Human,USA,Alaska,-N/A-,A/Alaska/14/2013
HA,KM852951,No,4,1701,H3,6/9/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/14/2014
HA,KC883402,Yes,4,1701,H3N2,3/1/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/15/2011
HA,KM852886,No,4,1701,H3,6/9/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/15/2014
HA,KC883438,No,4,1701,H3N2,3/24/11,IRD:Human,USA,Alaska,11-Oct,A/Alaska/16/2011
HA,KC892536,No,4,1701,H3N2,7/13/12,IRD:Human,USA,Alaska,-N/A-,A/Alaska/16/2012
HA,KM852955,No,4,1701,H3,5/30/14,IRD:Human,USA,Alaska,13-14,A/Alaska/16/2014
HA,KC892914,No,4,1701,H3N2,9/16/11,IRD:Human,USA,Alaska,-N/A-,A/Alaska/17/2011
HA,KM852949,No,4,1701,H3,5/31/14,IRD:Human,USA,Alaska,13-14,A/Alaska/17/2014
HA,KM852947,No,4,1701,H3,6/2/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/18/2014
HA,KM852952,No,4,1701,H3,5/28/14,IRD:Human,USA,Alaska,13-14,A/Alaska/20/2014
HA,KC892420,No,4,1701,H3N2,11/27/11,IRD:Human,USA,Alaska,12-Nov,A/Alaska/21/2011
HA,KC892668,No,4,1701,H3N2,8/1/12,IRD:Human,USA,Alaska,-N/A-,A/Alaska/21/2012
HA,KM852953,No,4,1701,H3,6/1/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/21/2014
HA,KF790196,No,4,1701,H3N2,10/1/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/22/2012
HA,KF790216,No,4,1701,H3N2,10/1/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/22/2012
HA,KM852948,No,4,1701,H3,5/28/14,IRD:Human,USA,Alaska,13-14,A/Alaska/22/2014
HA,KF790195,No,4,1701,H3N2,10/5/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/23/2012
HA,KF790184,No,4,1701,H3N2,10/5/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/23/2012
HA,KC535312,No,4,1701,H3N2,4/3/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/24/2009
HA,KF790255,No,4,1701,H3N2,10/14/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/24/2012
HA,KF790238,No,4,1701,H3N2,10/14/12,IRD:Human,USA,Alaska,13-Dec,A/Alaska/24/2012
HA,KM852956,No,4,1701,H3,6/4/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/24/2014
HA,KM852957,No,4,1701,H3,6/4/14,IRD:Human,USA,Alaska,-N/A-,A/Alaska/25/2014
HA,KM852977,No,4,1701,H3N2,5/22/14,IRD:Human,USA,Alaska,13-14,A/Alaska/26/2014
HA,KM852975,No,4,1701,H3N2,5/13/14,IRD:Human,USA,Alaska,13-14,A/Alaska/27/2014
HA,KM972801,No,4,1701,H3,5/7/14,IRD:Human,USA,Alaska,13-14,A/Alaska/28/2014
HA,KC535315,No,4,1701,H3N2,4/15/09,IRD:Human,USA,Alaska,9-Aug,A/Alaska/29/2009
